LocationID	Customer ID	City	State	Country	PostalCode	Region
483	MM-17920	Perth	Western Australia	Australia		Oceania
484	PG-18895	Medan	Sumatera Utara	Indonesia		Southeast Asia
485	SC-20695	Vienna	Vienna	Austria		Central
486	PJ-18835	Managua	Managua	Nicaragua		Central
487	CC-12670	Gujranwala	Punjab	Pakistan		Central Asia
488	PM-8940	Salzburg	Salzburg	Austria		EMEA
489	MY-7380	Johannesburg	Gauteng	South Africa		Africa
490	PF-19120	Richmond	Kentucky	United States	40475	South
491	CK-12760	Bangkok	Bangkok	Thailand		Southeast Asia
492	GH-14665	Hobart	Tasmania	Australia		Oceania
493	JS-5940	Mosul	Ninawa	Iraq		EMEA
494	AB-10600	Bangkok	Bangkok	Thailand		Southeast Asia
495	JK-6120	Matadi	Bas-Congo	Democratic Republic of the Congo		Africa
496	DW-13195	Knoxville	Tennessee	United States	37918	South
497	RS-19420	Meriden	Connecticut	United States	6450	East
498	TG-21310	Innsbruck	Tyrol	Austria		Central
499	DP-3105	Matadi	Bas-Congo	Democratic Republic of the Congo		Africa
500	GZ-14470	Texas City	Texas	United States	77590	Central
501	CS-12130	Los Angeles	California	United States	90004	West
502	JB-16045	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
503	NP-18325	Rotorua	Bay of Plenty	New Zealand		Oceania
504	MH-7785	Kigali	Kigali	Rwanda		Africa
505	SS-20590	San Francisco	California	United States	94122	West
506	HH-15010	Hobart	Tasmania	Australia		Oceania
507	SC-10380	Qom	Qom	Iran		EMEA
508	SS-10515	Bandar Abbas	Hormozgan	Iran		EMEA
509	PF-9225	Garoua	Nord	Cameroon		Africa
510	EH-13990	Manila	National Capital	Philippines		Southeast Asia
511	CA-2310	Mosul	Ninawa	Iraq		EMEA
512	NP-18700	Bowling Green	Ohio	United States	43402	East
513	JM-15535	Solapur	Maharashtra	India		Central Asia
514	EP-13915	Guangshui	Hubei	China		North Asia
515	BT-1305	Almaty	Almaty City	Kazakhstan		EMEA
516	VG-21790	Gladstone	Queensland	Australia		Oceania
517	CS-12400	Manila	National Capital	Philippines		Southeast Asia
518	KH-16510	Pomona	California	United States	91767	West
519	BT-11395	Auckland	Auckland	New Zealand		Oceania
520	RB-9705	Nairobi	Nairobi	Kenya		Africa
521	JC-6105	Qom	Qom	Iran		EMEA
522	MD-17350	Philadelphia	Pennsylvania	United States	19143	East
523	LC-6930	Kinshasa	Kinshasa	Democratic Republic of the Congo		Africa
524	BW-11110	Mexico City	Distrito Federal	Mexico		North
525	BG-11035	Hampton	Virginia	United States	23666	South
526	SV-20365	Lahore	Punjab	Pakistan		Central Asia
527	SR-20740	Arlington	Virginia	United States	22204	South
528	DE-13255	Los Angeles	California	United States	90008	West
529	BS-11590	Gilbert	Arizona	United States	85234	West
530	JS-15685	Managua	Managua	Nicaragua		Central
531	HE-14800	Cuernavaca	Morelos	Mexico		North
532	NB-18655	Philadelphia	Pennsylvania	United States	19134	East
533	MJ-17740	Newcastle	New South Wales	Australia		Oceania
534	ZD-21925	Dhaka	Dhaka	Bangladesh		Central Asia
535	CS-12460	La Romana	La Romana	Dominican Republic		Caribbean
536	TT-21265	Napier	Hawke's Bay	New Zealand		Oceania
537	RP-9855	Luanda	Luanda	Angola		Africa
538	RC-19825	Alexandria	Virginia	United States	22304	South
539	AA-645	Lagos	Lagos	Nigeria		Africa
540	BH-11710	Padang	Sumatera Barat	Indonesia		Southeast Asia
541	RD-19660	Ho Chi Minh City	Ho Chí Minh City	Vietnam		Southeast Asia
542	GK-4620	Luanda	Luanda	Angola		Africa
543	MB-18085	Philadelphia	Pennsylvania	United States	19143	East
544	JM-6195	Aydin	Aydin	Turkey		EMEA
545	PC-19000	Barcelona	Catalonia	Spain		South
546	SC-20260	Seattle	Washington	United States	98115	West
547	ME-17725	Geneva	Geneva	Switzerland		Central
548	JB-16000	Arapongas	Parana	Brazil		South
549	AH-465	Marrakech	Marrakech-Tensift-El Haouz	Morocco		Africa
550	MM-17260	Lattes	Languedoc-Roussillon	France		Central
551	LC-16930	Pau	Aquitaine	France		Central
552	AS-90	Lagos	Lagos	Nigeria		Africa
553	TC-20980	Chengdu	Sichuan	China		North Asia
554	CP-12340	Santiago de Cuba	Santiago de Cuba	Cuba		Caribbean
555	AS-10285	Zhumadian	Henan	China		North Asia
556	TC-11475	Doha	Ad Dawhah	Qatar		EMEA
557	LD-17005	Seoul	Seoul	South Korea		North Asia
558	HP-14815	Los Angeles	California	United States	90049	West
559	RO-19780	Watford	England	United Kingdom		North
560	CY-2745	Lisichansk	Luhans'k	Ukraine		EMEA
561	LB-6795	Adana	Adana	Turkey		EMEA
562	BS-11380	Oyonnax	Rhône-Alpes	France		Central
563	CM-12190	Gujranwala	Punjab	Pakistan		Central Asia
564	GW-4605	Giyani	Limpopo	South Africa		Africa
565	LE-6810	Riyadh	Ar Riyad	Saudi Arabia		EMEA
566	MH-7440	Johannesburg	Gauteng	South Africa		Africa
567	AF-10885	London	England	United Kingdom		North
568	AC-10660	Marseille	Provence-Alpes-Côte d'Azur	France		Central
569	DB-13210	Colchester	England	United Kingdom		North
570	ML-18265	Vienna	Vienna	Austria		Central
571	VT-21700	Houston	Texas	United States	77070	Central
572	VM-21685	Melbourne	Victoria	Australia		Oceania
573	CL-11890	Dublin	Dublin	Ireland		North
574	SN-10560	Lagos	Lagos	Nigeria		Africa
575	SB-20185	Cologne	North Rhine-Westphalia	Germany		Central
576	BC-11125	El Cajon	California	United States	92020	West
577	CG-12520	Rochdale	England	United Kingdom		North
578	MC-7605	Nairobi	Nairobi	Kenya		Africa
579	SB-10185	Yanbu al Bahr	Al Madinah	Saudi Arabia		EMEA
580	TB-21625	New York City	New York	United States	10035	East
581	MH-18115	San Pedro Sula	Cortés	Honduras		Central
582	RF-19735	Columbia	South Carolina	United States	29203	South
583	ME-7725	Plovdiv	Plovdiv	Bulgaria		EMEA
584	JW-16075	Shizuishan	Ningxia	China		North Asia
585	CM-2655	Sari	Mazandaran	Iran		EMEA
586	JG-15160	Manila	National Capital	Philippines		Southeast Asia
587	SO-20335	Dudley	England	United Kingdom		North
588	FC-14245	Seoul	Seoul	South Korea		North Asia
589	BM-11650	Dreux	Centre	France		Central
590	PB-19150	San Pedro Sula	Cortés	Honduras		Central
591	AG-10675	Amsterdam	North Holland	Netherlands		Central
592	BD-11605	Colombo	Parana	Brazil		South
593	AR-510	Bandar Abbas	Hormozgan	Iran		EMEA
594	TZ-21445	Villa Canales	Guatemala	Guatemala		Central
595	EB-3870	Sanandaj	Kordestan	Iran		EMEA
596	BF-11080	Bangkok	Bangkok	Thailand		Southeast Asia
597	AI-10855	Berlin	Berlin	Germany		Central
598	AM-10360	Omaha	Nebraska	United States	68104	Central
599	JF-15415	Panama City	Panama	Panama		Central
600	JE-15610	Soyapango	San Salvador	El Salvador		Central
601	TS-11370	Akure	Ondo	Nigeria		Africa
602	CM-12655	Laval	Pays de la Loire	France		Central
603	BF-11005	Firminy	Rhône-Alpes	France		Central
604	CM-11815	Foggia	Apulia	Italy		South
605	BT-11680	Vittoria	Sicily	Italy		South
606	MC-17275	Saint-Pierre-des-Corps	Centre	France		Central
607	BF-975	Pretoria	Gauteng	South Africa		Africa
608	HF-4995	Tehran	Tehran	Iran		EMEA
609	LF-17185	Houston	Texas	United States	77095	Central
610	ME-17320	Arica	Arica y Parinacota	Chile		South
611	PF-19165	Stockport	England	United Kingdom		North
612	LS-17230	Los Angeles	California	United States	90049	West
613	AC-420	Algiers	Alger	Algeria		Africa
614	ND-18460	Chesapeake	Virginia	United States	23320	South
615	NW-18400	Kuching	Sarawak	Malaysia		Southeast Asia
616	DB-13660	Zhenjiang	Jiangsu	China		North Asia
617	SW-20275	Auckland	Auckland	New Zealand		Oceania
618	GB-14530	La Crau	Provence-Alpes-Côte d'Azur	France		Central
619	MG-7695	Mecca	Makkah	Saudi Arabia		EMEA
620	TS-21340	Paris	Ile-de-France	France		Central
621	NP-18685	Des Moines	Washington	United States	98198	West
622	BW-1110	Yaounde	Centre	Cameroon		Africa
623	FM-14215	Essen	North Rhine-Westphalia	Germany		Central
624	LW-17125	Le Blanc-Mesnil	Ile-de-France	France		Central
625	PJ-19015	Mobile	Alabama	United States	36608	South
626	DB-2910	Poznan	Greater Poland	Poland		EMEA
627	DA-13450	Amsterdam	North Holland	Netherlands		Central
628	DR-12940	Townsville	Queensland	Australia		Oceania
629	TB-21355	Toowoomba	Queensland	Australia		Oceania
630	DK-12895	Monterrey	Nuevo León	Mexico		North
631	EH-14125	Bilaspur	Uttar Pradesh	India		Central Asia
632	MT-8070	Gaziantep	Gaziantep	Turkey		EMEA
633	NK-18490	Paris	Ile-de-France	France		Central
634	NR-18550	Aurora	Illinois	United States	60505	Central
635	CB-2415	Izmir	Izmir	Turkey		EMEA
636	SU-20665	Panama City	Panama	Panama		Central
637	SC-20845	Bogotá	Bogota	Colombia		South
638	RH-19510	Southend-on-Sea	England	United Kingdom		North
639	CA-2775	L'viv	L'viv	Ukraine		EMEA
640	SP-20860	Santiago de los Caballeros	Santiago	Dominican Republic		Caribbean
641	DK-12985	Traralgon	Victoria	Australia		Oceania
642	BP-11095	Peoria	Illinois	United States	61604	Central
643	EB-13975	Durango	Durango	Mexico		North
644	CM-12160	Buenos Aires	Buenos Aires	Argentina		South
645	GT-14710	Vadodara	Gujarat	India		Central Asia
646	SB-20290	Philadelphia	Pennsylvania	United States	19134	East
647	SS-20410	Oswego	Illinois	United States	60543	Central
648	PB-19210	Geelong	Victoria	Australia		Oceania
649	KN-6705	Bacau	Bacau	Romania		EMEA
650	RB-9465	Mombasa	Coast	Kenya		Africa
651	DK-13375	New York City	New York	United States	10024	East
652	KC-6675	Mosul	Ninawa	Iraq		EMEA
653	JM-15865	Morelia	Michoacán	Mexico		North
654	RL-9615	Riyadh	Ar Riyad	Saudi Arabia		EMEA
655	HA-14905	Qingdao	Shandong	China		North Asia
656	DM-3345	Mardin	Mardin	Turkey		EMEA
657	AH-10075	Bridgetown	Saint Michael	Barbados		Caribbean
658	AA-10375	Porirua	Wellington	New Zealand		Oceania
659	EL-3735	Namangan	Namangan	Uzbekistan		EMEA
660	PG-18820	Tlalpan	Distrito Federal	Mexico		North
661	RR-9315	Rasht	Gilan	Iran		EMEA
662	LS-16975	São Paulo	São Paulo	Brazil		South
663	TB-21175	Bogotá	Bogota	Colombia		South
664	TT-11265	Lublin	Lublin	Poland		EMEA
665	DE-3255	Shumen	Shumen	Bulgaria		EMEA
666	TT-21070	Mexico City	Distrito Federal	Mexico		North
667	DM-3525	Kolwezi	Katanga	Democratic Republic of the Congo		Africa
668	NC-18625	Daejeon	Daejeon	South Korea		North Asia
669	SP-20920	Warangal	Telangana	India		Central Asia
670	RE-9450	Masjed Soleyman	Khuzestan	Iran		EMEA
671	TB-21595	Portland	Oregon	United States	97206	West
672	DS-3030	Istanbul	Istanbul	Turkey		EMEA
673	MY-17380	Mexico City	Distrito Federal	Mexico		North
674	CM-2715	Ugep	Cross River	Nigeria		Africa
675	BC-1125	Algiers	Alger	Algeria		Africa
676	SC-20050	Gold Coast	Queensland	Australia		Oceania
677	JD-5790	Siedlce	Masovia	Poland		EMEA
678	BP-11185	Goulburn	New South Wales	Australia		Oceania
679	JP-16135	Shangzhi	Heilongjiang	China		North Asia
680	ZD-11925	Chisinau	Chisinau	Moldova		EMEA
681	SE-20110	Latur	Maharashtra	India		Central Asia
682	TG-21640	Santiago	Santiago	Chile		South
683	AG-390	Gitarama	Southern	Rwanda		Africa
684	HZ-4950	Benguela	Benguela	Angola		Africa
685	NF-18595	Kunming	Yunnan	China		North Asia
686	VS-21820	Huntsville	Texas	United States	77340	Central
687	CS-12250	New York City	New York	United States	10024	East
688	KW-6570	Cairo	Al Qahirah	Egypt		Africa
689	KW-16570	Santiago	Santiago	Chile		South
690	JB-6045	Mosul	Ninawa	Iraq		EMEA
691	SC-20680	Phnom Penh	Phnom Penh	Cambodia		Southeast Asia
692	GR-4560	Lagos	Lagos	Nigeria		Africa
693	LW-17215	Baden-Baden	Baden-Württemberg	Germany		Central
694	JF-5490	Tbilisi	Tbilisi	Georgia		EMEA
695	JK-5730	Warsaw	Masovia	Poland		EMEA
696	DK-3375	Vancouver	British Columbia	Canada		Canada
697	KM-16225	Jakarta	Jakarta	Indonesia		Southeast Asia
698	BE-1410	Kindia	Kindia	Guinea		Africa
699	JS-15880	Toledo	Ohio	United States	43615	East
700	AH-10195	Pescara	Abruzzi	Italy		South
701	JH-5910	Owerri	Imo	Nigeria		Africa
702	JM-15655	Glendale	Arizona	United States	85301	West
703	KT-16480	Philadelphia	Pennsylvania	United States	19134	East
704	MC-18100	Adelaide	South Australia	Australia		Oceania
705	SW-20350	Depok	Jawa Barat	Indonesia		Southeast Asia
706	TC-10980	Baku	Baki	Azerbaijan		EMEA
707	RD-19480	Long Beach	New York	United States	11561	East
708	CS-11950	Seattle	Washington	United States	98115	West
709	CS-12490	Panama City	Panama	Panama		Central
710	FO-14305	Ceuta	Ceuta	Spain		South
711	BP-1155	Gdansk	Pomerania	Poland		EMEA
712	BV-1245	Kahramanmaras	Kahramanmaras	Turkey		EMEA
713	EM-13810	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
714	TW-21025	Camagüey	Camagüey	Cuba		Caribbean
715	LR-7035	Sterlitamak	Bashkortostan	Russia		EMEA
716	GH-14425	Meudon	Ile-de-France	France		Central
717	SM-20320	Bangkok	Bangkok	Thailand		Southeast Asia
718	AA-315	Balikesir	Balikesir	Turkey		EMEA
719	EJ-4155	Nkongsamba	Littoral	Cameroon		Africa
720	BG-1695	Lagos	Lagos	Nigeria		Africa
721	MH-18025	Buffalo	New York	United States	14215	East
722	LR-16915	San Diego	California	United States	92024	West
723	MA-17560	Trenton	Michigan	United States	48183	Central
724	TM-21010	Vacaville	California	United States	95687	West
725	JF-15295	Fontenay-aux-Roses	Ile-de-France	France		Central
726	CV-2295	Baghdad	Baghdad	Iraq		EMEA
727	MB-17305	Glendale	Arizona	United States	85301	West
728	AC-10450	Versailles	Ile-de-France	France		Central
729	GM-14440	Jinan	Shandong	China		North Asia
730	VP-21730	Courbevoie	Ile-de-France	France		Central
731	NB-8655	Arak	Markazi	Iran		EMEA
732	YC-11895	Edea	Littoral	Cameroon		Africa
733	DB-3360	Kitwe	Copperbelt	Zambia		Africa
734	CV-2805	Istanbul	Istanbul	Turkey		EMEA
735	JK-16090	Gold Coast	Queensland	Australia		Oceania
736	ER-13855	Lugo	Galicia	Spain		South
737	JH-15910	Oberhausen	North Rhine-Westphalia	Germany		Central
738	KC-16255	Macon	Georgia	United States	31204	South
739	SV-20815	Buenos Aires	Buenos Aires	Argentina		South
740	PP-18955	New York City	New York	United States	10009	East
741	LD-7005	Kano	Kano	Nigeria		Africa
742	LH-17020	Tyler	Texas	United States	75701	Central
743	BD-11770	Neuilly-sur-Seine	Ile-de-France	France		Central
744	SM-10950	Kermanshah	Kermanshah	Iran		EMEA
745	SP-20620	Long Beach	New York	United States	11561	East
746	BS-11800	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
747	SP-20545	Jember	Jawa Timur	Indonesia		Southeast Asia
748	JF-15190	Dhaka	Dhaka	Bangladesh		Central Asia
749	SR-20425	Ercolano	Campania	Italy		South
750	OT-18730	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
751	SC-10020	Timisoara	Timis	Romania		EMEA
752	SM-20005	Longjumeau	Ile-de-France	France		Central
753	DO-3435	Kaliningrad	Kaliningrad	Russia		EMEA
754	LC-6885	Cairo	Al Qahirah	Egypt		Africa
755	MC-8130	Vlore	Vlorë	Albania		EMEA
756	BG-11695	Culiacán	Sinaloa	Mexico		North
757	PB-18805	Duisburg	North Rhine-Westphalia	Germany		Central
758	PM-19135	Manila	National Capital	Philippines		Southeast Asia
759	JK-15625	Olympia	Washington	United States	98502	West
760	AG-10300	Juárez	Chihuahua	Mexico		North
761	ND-8460	Usol'ye-Sibirskoye	Irkutsk	Russia		EMEA
762	GB-14575	Kupang	Nusa Tenggara Timur	Indonesia		Southeast Asia
763	NF-8385	Accra	Greater Accra	Ghana		Africa
764	CD-12280	Caracas	Distrito Capital	Venezuela		South
765	JK-5625	Lagos	Lagos	Nigeria		Africa
766	TB-21250	Salem	Oregon	United States	97301	West
767	KS-16300	Argenteuil	Ile-de-France	France		Central
768	CM-2385	Riyadh	Ar Riyad	Saudi Arabia		EMEA
769	AG-10270	Rach Gia	Kiên Giang	Vietnam		Southeast Asia
770	TP-21415	Sancti Spíritus	Sancti Spíritus	Cuba		Caribbean
771	ST-20530	Bayamo	Granma	Cuba		Caribbean
772	NG-18355	Almelo	Overijssel	Netherlands		Central
773	SS-20140	Katoomba	New South Wales	Australia		Oceania
774	JL-15235	Madrid	Madrid	Spain		South
775	JL-15175	Bangkok	Bangkok	Thailand		Southeast Asia
776	DW-13540	San Salvador	San Salvador	El Salvador		Central
777	NF-8595	Corlu	Tekirdag	Turkey		EMEA
778	KH-16690	Porto	Porto	Portugal		South
779	TZ-11445	Antananarivo	Analamanga	Madagascar		Africa
780	KL-16555	Guzmán	Jalisco	Mexico		North
781	KN-6450	Lagos	Lagos	Nigeria		Africa
782	SC-20440	Medan	Sumatera Utara	Indonesia		Southeast Asia
783	HD-14785	Remscheid	North Rhine-Westphalia	Germany		Central
784	JF-5415	Vryburg	North-West	South Africa		Africa
785	LT-7110	Gdansk	Pomerania	Poland		EMEA
786	TS-21205	North Las Vegas	Nevada	United States	89031	West
787	IL-5100	Sabzevar	Razavi Khorasan	Iran		EMEA
788	CW-11905	Huntsville	Texas	United States	77340	Central
789	HG-15025	Altamira	Pará	Brazil		South
790	SH-19975	Munich	Bavaria	Germany		Central
791	CM-12445	San Francisco	California	United States	94122	West
792	TG-11310	Red Deer	Alberta	Canada		Canada
793	DS-13030	San Francisco	California	United States	94122	West
794	KH-6690	Burnaby	British Columbia	Canada		Canada
795	LH-16750	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
796	MG-17650	Seattle	Washington	United States	98103	West
797	CW-1905	Beirut	Beirut	Lebanon		EMEA
798	JO-15550	Vallauris	Provence-Alpes-Côte d'Azur	France		Central
799	AH-195	Waterloo	Ontario	Canada		Canada
800	SH-10395	Katsina	Katsina	Nigeria		Africa
801	MC-8100	Cluj-Napoca	Cluj	Romania		EMEA
802	RR-19525	Lowell	Massachusetts	United States	1852	East
803	PH-18790	Ijuí	Rio Grande do Sul	Brazil		South
804	HM-14980	La Ceiba	Atlántida	Honduras		Central
805	MY-18295	Innsbruck	Tyrol	Austria		Central
806	DB-13555	Tuxtla Gutiérrez	Chiapas	Mexico		North
807	LC-17140	Philadelphia	Pennsylvania	United States	19140	East
808	RA-9885	North York	Ontario	Canada		Canada
809	SJ-20500	San Francisco	California	United States	94122	West
810	DW-3480	Kharkiv	Kharkiv	Ukraine		EMEA
811	PB-8805	Vaughan	Ontario	Canada		Canada
812	BF-11275	Stockport	England	United Kingdom		North
813	AC-10615	Baní	Peravia	Dominican Republic		Caribbean
814	AS-10240	Paris	Ile-de-France	France		Central
815	EB-14170	Bekasi	Jawa Barat	Indonesia		Southeast Asia
816	CA-12310	Gold Coast	Queensland	Australia		Oceania
817	MF-8250	Samarra'	Salah Ad Din	Iraq		EMEA
818	AH-10030	Saltillo	Coahuila	Mexico		North
819	AO-10810	Sydney	New South Wales	Australia		Oceania
820	TS-21085	Brisbane	Queensland	Australia		Oceania
821	DM-12955	Mesa	Arizona	United States	85204	West
822	BF-1275	Antananarivo	Analamanga	Madagascar		Africa
823	ER-3855	Budapest	Budapest	Hungary		EMEA
824	SJ-10125	Cairo	Al Qahirah	Egypt		Africa
825	TH-11235	Constantine	Constantine	Algeria		Africa
826	JR-15700	Valencia	Carabobo	Venezuela		South
827	RS-9420	Rustenburg	North-West	South Africa		Africa
828	MS-17830	Laredo	Texas	United States	78041	Central
829	CA-11965	Fuji	Shizuoka	Japan		North Asia
830	JH-5820	Port Elizabeth	Eastern Cape	South Africa		Africa
831	ME-18010	Coslada	Madrid	Spain		South
832	JP-15460	Basel	Basel-Stadt	Switzerland		Central
833	CM-12115	Marseille	Provence-Alpes-Côte d'Azur	France		Central
834	PO-9180	Chisinau	Chisinau	Moldova		EMEA
835	MO-7500	Kampala	Kampala	Uganda		Africa
836	TN-21040	Grajaú	Maranhão	Brazil		South
837	RP-9390	Pretoria	Gauteng	South Africa		Africa
838	VS-11820	Sofia	Sofiya-Grad	Bulgaria		EMEA
839	CC-12550	Champigny-sur-Marne	Ile-de-France	France		Central
840	PS-18760	Cairns	Queensland	Australia		Oceania
841	BP-11155	London	England	United Kingdom		North
842	JC-15340	Tlalpan	Distrito Federal	Mexico		North
843	MC-7275	Cairo	Al Qahirah	Egypt		Africa
844	HZ-14950	Taiping	Perak	Malaysia		Southeast Asia
845	NS-8505	Poznan	Greater Poland	Poland		EMEA
846	AH-585	Qom	Qom	Iran		EMEA
847	TW-11025	Taraz	Zhambyl	Kazakhstan		EMEA
848	MM-8055	Makhachkala	Dagestan	Russia		EMEA
849	MC-7845	Lome	Maritime	Togo		Africa
850	JK-15640	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
851	FC-14335	Albuquerque	New Mexico	United States	87105	West
852	KB-16240	Linz	Upper Austria	Austria		Central
853	DJ-13630	Singapore	Singapore	Singapore		Southeast Asia
854	MO-17500	Sucre	Chuquisaca	Bolivia		South
855	DW-3195	Kinshasa	Kinshasa	Democratic Republic of the Congo		Africa
856	DK-13225	Hamburg	Hamburg	Germany		Central
857	CG-12040	Yuci	Shanxi	China		North Asia
858	RS-19870	Laval	Pays de la Loire	France		Central
859	JK-5205	Rasht	Gilan	Iran		EMEA
860	IM-15070	Guadalajara	Jalisco	Mexico		North
861	DR-12880	Managua	Managua	Nicaragua		Central
862	DV-13465	Jammu	Jammu and Kashmir	India		Central Asia
863	AJ-10780	Springfield	Virginia	United States	22153	South
864	AH-690	Bulawayo	Bulawayo	Zimbabwe		Africa
865	PM-9135	Tehran	Tehran	Iran		EMEA
866	MF-17665	Berlin	Berlin	Germany		Central
867	AJ-780	Batna	Batna	Algeria		Africa
868	NM-18520	Manila	National Capital	Philippines		Southeast Asia
869	CK-12205	Columbus	Ohio	United States	43229	East
870	GM-14455	Austin	Texas	United States	78745	Central
871	JK-15370	Miami	Florida	United States	33180	South
872	SS-20875	Kendari	Sulawesi Tenggara	Indonesia		Southeast Asia
873	EC-14050	Chihuahua	Chihuahua	Mexico		North
874	SC-10680	Maroua	Extreme-Nord	Cameroon		Africa
875	VW-21775	Huntsville	Texas	United States	77340	Central
876	PB-19105	Apeldoorn	Gelderland	Netherlands		Central
877	RM-19375	Houston	Texas	United States	77095	Central
878	RW-19630	Mexico City	Distrito Federal	Mexico		North
879	CR-12820	Mixco	Guatemala	Guatemala		Central
880	AJ-795	Mallawi	Al Minya	Egypt		Africa
881	BD-11725	San Francisco de Macorís	Duarte	Dominican Republic		Caribbean
882	SW-20245	Manila	National Capital	Philippines		Southeast Asia
883	JD-15895	San Salvador	San Salvador	El Salvador		Central
884	CP-2340	Rabat	Rabat-Salé-Zemmour-Zaer	Morocco		Africa
885	PB-9210	Roman	Neamt	Romania		EMEA
886	EM-4065	Surrey	British Columbia	Canada		Canada
887	JM-15250	Parma	Emilia-Romagna	Italy		South
888	AR-540	Nairobi	Nairobi	Kenya		Africa
889	AW-10840	Azcapotzalco	Distrito Federal	Mexico		North
890	EG-3900	Toamasina	Atsinanana	Madagascar		Africa
891	HW-14935	Bandung	Jawa Barat	Indonesia		Southeast Asia
892	PV-18985	Waterlooville	England	United Kingdom		North
893	BK-1260	Istanbul	Istanbul	Turkey		EMEA
894	NS-18505	Puebla	Puebla	Mexico		North
895	TP-21130	Ho Chi Minh City	Ho Chí Minh City	Vietnam		Southeast Asia
896	PK-19075	Madison	Wisconsin	United States	53711	Central
897	TS-21430	Reading	Pennsylvania	United States	19601	East
898	CD-11920	Copiapó	Atacama	Chile		South
899	AB-60	Drobeta-Turnu Severin	Mehedinti	Romania		EMEA
900	DK-13090	Huehuetenango	Huehuetenango	Guatemala		Central
901	AG-10765	Leicester	England	United Kingdom		North
902	SC-10440	Lagos	Lagos	Nigeria		Africa
903	EM-3960	Casablanca	Grand Casablanca	Morocco		Africa
904	GA-14725	Columbia	Missouri	United States	65203	Central
905	SG-20470	Helsinki	Uusimaa	Finland		North
906	CH-12070	Jining	Shandong	China		North Asia
907	EH-13765	Lodi	California	United States	95240	West
908	LD-6855	Dzhezkazgan	Qaraghandy	Kazakhstan		EMEA
909	BP-11050	Santo Domingo	Santo Domingo	Dominican Republic		Caribbean
910	AC-10420	San Francisco	California	United States	94122	West
911	LP-7080	Al Fayyum	Al Fayyum	Egypt		Africa
912	JS-5880	Alexandria	Al Iskandariyah	Egypt		Africa
913	CR-12580	Ho Chi Minh City	Ho Chí Minh City	Vietnam		Southeast Asia
914	LL-16840	Woodstock	Georgia	United States	30188	South
915	SN-20560	Amritsar	Punjab	India		Central Asia
916	JD-5895	Kinshasa	Kinshasa	Democratic Republic of the Congo		Africa
917	CS-12175	Lakewood	New Jersey	United States	8701	East
918	DH-13675	Miami	Florida	United States	33180	South
919	KM-6375	Lublin	Lublin	Poland		EMEA
920	SS-10590	Hrodna	Hrodna	Belarus		EMEA
921	NB-8580	Erzurum	Erzurum	Turkey		EMEA
922	MA-7995	Nairobi	Nairobi	Kenya		Africa
923	TA-21385	Olathe	Kansas	United States	66062	Central
924	BN-11470	Cary	North Carolina	United States	27511	South
925	JH-15820	Cuscatancingo	San Salvador	El Salvador		Central
926	CJ-1875	Dar es Salaam	Dar Es Salaam	Tanzania		Africa
927	DK-2985	Kano	Kano	Nigeria		Africa
928	BN-1515	Benghazi	Banghazi	Libya		Africa
929	PT-19090	Houston	Texas	United States	77070	Central
930	PS-19045	Delgado	San Salvador	El Salvador		Central
931	NS-8640	Vilnius	Vilnius	Lithuania		EMEA
932	RB-19570	Manaus	Amazonas	Brazil		South
933	IM-5055	Loubomo	Niari	Republic of the Congo		Africa
934	JA-15970	Los Angeles	California	United States	90045	West
935	RF-19840	San Antonio	Texas	United States	78207	Central
936	DB-12970	Houston	Texas	United States	77036	Central
937	BD-1560	Katowice	Silesia	Poland		EMEA
938	JG-5160	East London	Eastern Cape	South Africa		Africa
939	SC-10845	Baghdad	Baghdad	Iraq		EMEA
940	CY-12745	San Antonio	Texas	United States	78207	Central
941	MW-8235	Cairo	Al Qahirah	Egypt		Africa
942	AZ-750	Kinshasa	Kinshasa	Democratic Republic of the Congo		Africa
943	CR-2625	Lagos	Lagos	Nigeria		Africa
944	SJ-20125	Islamabad	F.C.T.	Pakistan		Central Asia
945	MS-7770	Tunis	Tunis	Tunisia		Africa
946	RA-19945	Fiumicino	Lazio	Italy		South
947	JW-15955	Bremen	Bremen	Germany		Central
948	TP-21565	Coppell	Texas	United States	75019	Central
949	LW-7125	Istanbul	Istanbul	Turkey		EMEA
950	RM-9750	Istanbul	Istanbul	Turkey		EMEA
951	DK-12835	Arraiján	Panama	Panama		Central
952	PF-19225	Weimar	Thuringia	Germany		Central
953	DB-13120	Tampa	Florida	United States	33614	South
954	JL-15850	Townsville	Queensland	Australia		Oceania
955	EC-4050	Zanjan	Zanjan	Iran		EMEA
956	Dl-3600	Kozan	Adana	Turkey		EMEA
957	NC-8415	Izmir	Izmir	Turkey		EMEA
958	ES-14020	Zigong	Sichuan	China		North Asia
959	KD-16495	Nasik	Maharashtra	India		Central Asia
960	JO-15280	Gisborne	Gisborne	New Zealand		Oceania
961	KM-16375	Paris	Ile-de-France	France		Central
962	AI-855	Kahramanmaras	Kahramanmaras	Turkey		EMEA
963	SC-20230	Hidalgo	Michoacán	Mexico		North
